sentence,city,place,day,time
take me from maison to monastir lundi leyl,monastir,maison,lundi,leyl
nemchi nabeul vendredi soir,nabeul,hotel,vendredi,soir
أريد الذهاب إلى tunis apres-demain sbeh,tunis,,apres-demain,sbeh
أريد الذهاب إلى sfax samedi matin,sfax,maison,samedi,matin
khodni men gare lel hammamet next tuesday dhuhr,hammamet,gare,next tuesday,dhuhr
aller à nabeul next tuesday leyl,nabeul,gare,next tuesday,leyl
I need a taxi to tunis  asr,tunis,aéroport,,asr
nemchi nabeul samedi sbeh,nabeul,hotel,samedi,sbeh
aller à sfax dimanche now,sfax,bureau,dimanche,now
aller à sousse el-lahad,sousse,,el-lahad,
I need a taxi to sousse mardi leyl,sousse,,mardi,leyl
nemchi kairouan lyoum matin,kairouan,maison,lyoum,matin
aller à kairouan next tuesday matin,kairouan,aéroport,next tuesday,matin
khodni men bureau lel kairouan jeudi après-midi,kairouan,bureau,jeudi,après-midi
khodni men hotel lel sfax ghodwa leyl,sfax,hotel,ghodwa,leyl
aller à kairouan el-lahad maghreb,kairouan,gare,el-lahad,maghreb
khodni men maison lel sousse ghodwa dhuhr,sousse,maison,ghodwa,dhuhr
I need a taxi to bizerte mercredi leyl,bizerte,bureau,mercredi,leyl
أريد الذهاب إلى sfax el-lahad sbeh,sfax,aéroport,el-lahad,sbeh
I need a taxi to sousse samedi asr,sousse,aéroport,samedi,asr
take me from bureau to nabeul el-lahad leyl,nabeul,bureau,el-lahad,leyl
khodni men maison lel hammamet el-jemaa maghreb,hammamet,maison,el-jemaa,maghreb
I need a taxi to monastir el-talata après-midi,monastir,maison,el-talata,après-midi
nemchi monastir el-jemaa now,monastir,,el-jemaa,now
nemchi kairouan lundi soir,kairouan,aéroport,lundi,soir
khodni men bureau lel monastir apres-demain maghreb,monastir,bureau,apres-demain,maghreb
I need a taxi to nabeul  matin,nabeul,bureau,,matin
nemchi sfax vendredi,sfax,aéroport,vendredi,
aller à sfax lundi matin,sfax,maison,lundi,matin
aller à hammamet el-jemaa matin,hammamet,,el-jemaa,matin
أريد الذهاب إلى sfax dimanche now,sfax,aéroport,dimanche,now
khodni men gare lel sousse lundi soir,sousse,gare,lundi,soir
aller à sousse samedi asr,sousse,,samedi,asr
aller à nabeul el-talata dhuhr,nabeul,gare,el-talata,dhuhr
أريد الذهاب إلى sousse lundi matin,sousse,maison,lundi,matin
nemchi nabeul  dhuhr,nabeul,gare,,dhuhr
nemchi nabeul el-jemaa leyl,nabeul,,el-jemaa,leyl
nemchi monastir jeudi soir,monastir,maison,jeudi,soir
I need a taxi to tunis dimanche asr,tunis,aéroport,dimanche,asr
aller à monastir dimanche leyl,monastir,hotel,dimanche,leyl
aller à monastir apres-demain leyl,monastir,gare,apres-demain,leyl
I need a taxi to bizerte mercredi now,bizerte,gare,mercredi,now
I need a taxi to sfax mercredi après-midi,sfax,hotel,mercredi,après-midi
take me from bureau to monastir mardi sbeh,monastir,bureau,mardi,sbeh
aller à sfax samedi maghreb,sfax,hotel,samedi,maghreb
aller à tunis el-talata asr,tunis,maison,el-talata,asr
nemchi monastir,monastir,,,
aller à sfax el-lahad soir,sfax,hotel,el-lahad,soir
aller à sousse jeudi now,sousse,gare,jeudi,now
aller à tunis lundi now,tunis,aéroport,lundi,now
aller à sfax  dhuhr,sfax,aéroport,,dhuhr
I need a taxi to sfax lyoum matin,sfax,aéroport,lyoum,matin
take me from maison to tunis mercredi dhuhr,tunis,maison,mercredi,dhuhr
nemchi tunis el-talata sbeh,tunis,maison,el-talata,sbeh
I need a taxi to kairouan samedi après-midi,kairouan,aéroport,samedi,après-midi
aller à sousse el-lahad maghreb,sousse,aéroport,el-lahad,maghreb
I need a taxi to bizerte next tuesday matin,bizerte,aéroport,next tuesday,matin
أريد الذهاب إلى tunis vendredi asr,tunis,bureau,vendredi,asr
I need a taxi to tunis el-talata dhuhr,tunis,maison,el-talata,dhuhr
take me from gare to kairouan ghodwa dhuhr,kairouan,gare,ghodwa,dhuhr
khodni men maison lel sfax samedi leyl,sfax,maison,samedi,leyl
aller à tunis vendredi après-midi,tunis,aéroport,vendredi,après-midi
khodni men hotel lel bizerte lundi,bizerte,hotel,lundi,
nemchi tunis el-talata après-midi,tunis,bureau,el-talata,après-midi
nemchi nabeul  maghreb,nabeul,maison,,maghreb
أريد الذهاب إلى sfax el-jemaa leyl,sfax,maison,el-jemaa,leyl
khodni men bureau lel tunis mercredi leyl,tunis,bureau,mercredi,leyl
nemchi hammamet ghodwa,hammamet,bureau,ghodwa,
nemchi nabeul el-talata dhuhr,nabeul,bureau,el-talata,dhuhr
aller à kairouan next tuesday sbeh,kairouan,,next tuesday,sbeh
nemchi bizerte next tuesday soir,bizerte,maison,next tuesday,soir
take me from maison to monastir samedi matin,monastir,maison,samedi,matin
take me from  to kairouan lundi soir,kairouan,,lundi,soir
aller à sfax  après-midi,sfax,maison,,après-midi
aller à tunis ghodwa dhuhr,tunis,maison,ghodwa,dhuhr
I need a taxi to sfax next tuesday now,sfax,,next tuesday,now
aller à bizerte next tuesday asr,bizerte,gare,next tuesday,asr
أريد الذهاب إلى hammamet mercredi maghreb,hammamet,aéroport,mercredi,maghreb
nemchi bizerte ghodwa now,bizerte,gare,ghodwa,now
aller à bizerte el-lahad now,bizerte,maison,el-lahad,now
take me from maison to bizerte ghodwa matin,bizerte,maison,ghodwa,matin
nemchi sousse el-talata leyl,sousse,,el-talata,leyl
take me from bureau to nabeul ghodwa sbeh,nabeul,bureau,ghodwa,sbeh
khodni men bureau lel nabeul samedi matin,nabeul,bureau,samedi,matin
nemchi hammamet el-talata,hammamet,gare,el-talata,
أريد الذهاب إلى monastir el-talata now,monastir,maison,el-talata,now
aller à bizerte samedi sbeh,bizerte,aéroport,samedi,sbeh
khodni men  lel sfax mardi asr,sfax,,mardi,asr
take me from hotel to hammamet el-talata soir,hammamet,hotel,el-talata,soir
I need a taxi to kairouan  maghreb,kairouan,gare,,maghreb
I need a taxi to monastir mardi sbeh,monastir,gare,mardi,sbeh
take me from  to monastir el-lahad dhuhr,monastir,,el-lahad,dhuhr
أريد الذهاب إلى bizerte lyoum soir,bizerte,maison,lyoum,soir
nemchi sfax next tuesday leyl,sfax,maison,next tuesday,leyl
take me from gare to monastir mardi sbeh,monastir,gare,mardi,sbeh
I need a taxi to hammamet el-talata leyl,hammamet,aéroport,el-talata,leyl
aller à sfax el-talata asr,sfax,gare,el-talata,asr
I need a taxi to sfax next tuesday dhuhr,sfax,gare,next tuesday,dhuhr
أريد الذهاب إلى tunis  dhuhr,tunis,aéroport,,dhuhr
I need a taxi to kairouan mardi dhuhr,kairouan,,mardi,dhuhr
I need a taxi to kairouan apres-demain après-midi,kairouan,aéroport,apres-demain,après-midi
khodni men  lel bizerte apres-demain,bizerte,,apres-demain,
aller à sousse lyoum maghreb,sousse,aéroport,lyoum,maghreb
I need a taxi to nabeul lyoum leyl,nabeul,gare,lyoum,leyl
I need a taxi to kairouan apres-demain soir,kairouan,,apres-demain,soir
khodni men bureau lel sfax next tuesday,sfax,bureau,next tuesday,
nemchi nabeul ghodwa sbeh,nabeul,hotel,ghodwa,sbeh
khodni men gare lel sfax apres-demain matin,sfax,gare,apres-demain,matin
nemchi nabeul jeudi asr,nabeul,bureau,jeudi,asr
khodni men hotel lel sfax  leyl,sfax,hotel,,leyl
aller à sfax lyoum sbeh,sfax,hotel,lyoum,sbeh
take me from gare to kairouan apres-demain now,kairouan,gare,apres-demain,now
khodni men gare lel monastir lyoum now,monastir,gare,lyoum,now
aller à kairouan el-talata après-midi,kairouan,bureau,el-talata,après-midi
nemchi tunis dimanche now,tunis,hotel,dimanche,now
take me from maison to tunis dimanche asr,tunis,maison,dimanche,asr
aller à hammamet next tuesday matin,hammamet,hotel,next tuesday,matin
aller à sfax ghodwa dhuhr,sfax,bureau,ghodwa,dhuhr
take me from bureau to sfax mardi sbeh,sfax,bureau,mardi,sbeh
khodni men gare lel hammamet vendredi,hammamet,gare,vendredi,
khodni men gare lel nabeul lundi soir,nabeul,gare,lundi,soir
aller à monastir lundi now,monastir,gare,lundi,now
khodni men maison lel sfax el-jemaa après-midi,sfax,maison,el-jemaa,après-midi
aller à tunis ghodwa dhuhr,tunis,aéroport,ghodwa,dhuhr
nemchi hammamet lundi now,hammamet,aéroport,lundi,now
khodni men bureau lel sousse next tuesday soir,sousse,bureau,next tuesday,soir
take me from  to kairouan el-jemaa asr,kairouan,,el-jemaa,asr
nemchi sousse lundi leyl,sousse,,lundi,leyl
nemchi monastir samedi matin,monastir,gare,samedi,matin
أريد الذهاب إلى tunis next tuesday soir,tunis,maison,next tuesday,soir
أريد الذهاب إلى tunis el-talata sbeh,tunis,bureau,el-talata,sbeh
take me from maison to bizerte vendredi dhuhr,bizerte,maison,vendredi,dhuhr
khodni men maison lel sfax vendredi dhuhr,sfax,maison,vendredi,dhuhr
nemchi hammamet mardi now,hammamet,maison,mardi,now
أريد الذهاب إلى tunis lyoum now,tunis,bureau,lyoum,now
I need a taxi to kairouan next tuesday matin,kairouan,gare,next tuesday,matin
I need a taxi to sfax mercredi now,sfax,bureau,mercredi,now
أريد الذهاب إلى bizerte  leyl,bizerte,aéroport,,leyl
I need a taxi to kairouan  leyl,kairouan,gare,,leyl
I need a taxi to hammamet ghodwa soir,hammamet,maison,ghodwa,soir
aller à sfax mardi asr,sfax,aéroport,mardi,asr
take me from  to sfax ghodwa leyl,sfax,,ghodwa,leyl
khodni men hotel lel bizerte lyoum asr,bizerte,hotel,lyoum,asr
I need a taxi to monastir el-lahad maghreb,monastir,,el-lahad,maghreb
أريد الذهاب إلى bizerte lundi matin,bizerte,maison,lundi,matin
I need a taxi to hammamet jeudi après-midi,hammamet,,jeudi,après-midi
khodni men gare lel nabeul samedi leyl,nabeul,gare,samedi,leyl
I need a taxi to sfax el-talata matin,sfax,bureau,el-talata,matin
aller à tunis samedi après-midi,tunis,maison,samedi,après-midi
I need a taxi to sfax jeudi,sfax,hotel,jeudi,
أريد الذهاب إلى sfax mercredi now,sfax,bureau,mercredi,now
khodni men hotel lel hammamet jeudi sbeh,hammamet,hotel,jeudi,sbeh
take me from maison to tunis next tuesday après-midi,tunis,maison,next tuesday,après-midi
aller à hammamet lundi soir,hammamet,maison,lundi,soir
take me from maison to tunis ghodwa now,tunis,maison,ghodwa,now
nemchi sousse dimanche now,sousse,maison,dimanche,now
aller à hammamet next tuesday,hammamet,hotel,next tuesday,
I need a taxi to bizerte el-jemaa asr,bizerte,aéroport,el-jemaa,asr
aller à sfax lundi sbeh,sfax,hotel,lundi,sbeh
I need a taxi to hammamet lyoum now,hammamet,aéroport,lyoum,now
I need a taxi to bizerte el-jemaa dhuhr,bizerte,aéroport,el-jemaa,dhuhr
I need a taxi to hammamet mardi maghreb,hammamet,bureau,mardi,maghreb
أريد الذهاب إلى sousse lundi asr,sousse,bureau,lundi,asr
I need a taxi to bizerte apres-demain soir,bizerte,bureau,apres-demain,soir
nemchi monastir el-jemaa sbeh,monastir,aéroport,el-jemaa,sbeh
aller à tunis  now,tunis,aéroport,,now
aller à monastir next tuesday maghreb,monastir,,next tuesday,maghreb
take me from bureau to kairouan next tuesday soir,kairouan,bureau,next tuesday,soir
aller à tunis mercredi leyl,tunis,bureau,mercredi,leyl
أريد الذهاب إلى nabeul vendredi sbeh,nabeul,,vendredi,sbeh
khodni men maison lel hammamet mardi asr,hammamet,maison,mardi,asr
aller à nabeul jeudi asr,nabeul,,jeudi,asr
take me from maison to nabeul mardi sbeh,nabeul,maison,mardi,sbeh
أريد الذهاب إلى monastir ghodwa now,monastir,,ghodwa,now
I need a taxi to sfax lyoum dhuhr,sfax,gare,lyoum,dhuhr
nemchi bizerte apres-demain asr,bizerte,bureau,apres-demain,asr
aller à monastir el-jemaa maghreb,monastir,bureau,el-jemaa,maghreb
khodni men maison lel bizerte mardi,bizerte,maison,mardi,
nemchi nabeul mardi asr,nabeul,hotel,mardi,asr
khodni men aéroport lel sousse next tuesday,sousse,aéroport,next tuesday,
take me from bureau to nabeul dimanche leyl,nabeul,bureau,dimanche,leyl
aller à nabeul el-lahad après-midi,nabeul,hotel,el-lahad,après-midi
aller à hammamet lyoum leyl,hammamet,maison,lyoum,leyl
aller à nabeul next tuesday après-midi,nabeul,bureau,next tuesday,après-midi
take me from hotel to tunis mardi soir,tunis,hotel,mardi,soir
I need a taxi to hammamet mardi leyl,hammamet,gare,mardi,leyl
nemchi bizerte el-jemaa now,bizerte,aéroport,el-jemaa,now
أريد الذهاب إلى kairouan mardi matin,kairouan,bureau,mardi,matin
I need a taxi to monastir apres-demain maghreb,monastir,hotel,apres-demain,maghreb
nemchi nabeul  maghreb,nabeul,hotel,,maghreb
aller à tunis lyoum après-midi,tunis,gare,lyoum,après-midi
take me from hotel to sousse next tuesday matin,sousse,hotel,next tuesday,matin
take me from  to monastir el-jemaa dhuhr,monastir,,el-jemaa,dhuhr
I need a taxi to nabeul  sbeh,nabeul,aéroport,,sbeh
take me from  to monastir apres-demain soir,monastir,,apres-demain,soir
I need a taxi to nabeul el-lahad dhuhr,nabeul,aéroport,el-lahad,dhuhr
I need a taxi to kairouan el-jemaa leyl,kairouan,hotel,el-jemaa,leyl
I need a taxi to monastir samedi,monastir,aéroport,samedi,
nemchi hammamet el-talata maghreb,hammamet,gare,el-talata,maghreb
khodni men  lel kairouan mardi soir,kairouan,,mardi,soir
أريد الذهاب إلى bizerte el-jemaa asr,bizerte,bureau,el-jemaa,asr
aller à nabeul lyoum maghreb,nabeul,gare,lyoum,maghreb
nemchi kairouan el-jemaa dhuhr,kairouan,,el-jemaa,dhuhr
nemchi bizerte ghodwa maghreb,bizerte,hotel,ghodwa,maghreb
aller à bizerte dimanche après-midi,bizerte,maison,dimanche,après-midi
أريد الذهاب إلى hammamet  sbeh,hammamet,gare,,sbeh
khodni men  lel hammamet apres-demain now,hammamet,,apres-demain,now
nemchi sfax el-lahad après-midi,sfax,gare,el-lahad,après-midi
nemchi monastir apres-demain sbeh,monastir,gare,apres-demain,sbeh
aller à kairouan lyoum dhuhr,kairouan,aéroport,lyoum,dhuhr
aller à sousse lyoum leyl,sousse,aéroport,lyoum,leyl
aller à sfax el-lahad now,sfax,maison,el-lahad,now
nemchi hammamet mercredi dhuhr,hammamet,bureau,mercredi,dhuhr
nemchi kairouan mardi après-midi,kairouan,,mardi,après-midi
أريد الذهاب إلى sousse apres-demain après-midi,sousse,bureau,apres-demain,après-midi
take me from  to sousse dimanche leyl,sousse,,dimanche,leyl
take me from  to kairouan mardi matin,kairouan,,mardi,matin
أريد الذهاب إلى kairouan mercredi matin,kairouan,,mercredi,matin
take me from gare to sousse mercredi asr,sousse,gare,mercredi,asr
aller à monastir apres-demain soir,monastir,hotel,apres-demain,soir
take me from gare to bizerte dimanche soir,bizerte,gare,dimanche,soir
aller à monastir dimanche soir,monastir,bureau,dimanche,soir
nemchi sousse el-talata,sousse,maison,el-talata,
أريد الذهاب إلى nabeul el-lahad soir,nabeul,bureau,el-lahad,soir
take me from hotel to tunis el-jemaa,tunis,hotel,el-jemaa,
I need a taxi to hammamet  leyl,hammamet,hotel,,leyl
أريد الذهاب إلى kairouan mardi après-midi,kairouan,hotel,mardi,après-midi
أريد الذهاب إلى nabeul el-talata leyl,nabeul,bureau,el-talata,leyl
أريد الذهاب إلى sfax el-lahad now,sfax,hotel,el-lahad,now
take me from hotel to nabeul vendredi matin,nabeul,hotel,vendredi,matin
أريد الذهاب إلى monastir ghodwa now,monastir,bureau,ghodwa,now
I need a taxi to tunis lyoum maghreb,tunis,bureau,lyoum,maghreb
I need a taxi to monastir lyoum maghreb,monastir,maison,lyoum,maghreb
take me from maison to sousse mardi maghreb,sousse,maison,mardi,maghreb
أريد الذهاب إلى kairouan el-lahad maghreb,kairouan,aéroport,el-lahad,maghreb
take me from  to kairouan next tuesday,kairouan,,next tuesday,
take me from maison to bizerte apres-demain sbeh,bizerte,maison,apres-demain,sbeh
nemchi hammamet el-talata sbeh,hammamet,,el-talata,sbeh
aller à monastir lyoum dhuhr,monastir,hotel,lyoum,dhuhr
khodni men bureau lel bizerte el-lahad matin,bizerte,bureau,el-lahad,matin
take me from aéroport to sfax dimanche leyl,sfax,aéroport,dimanche,leyl
I need a taxi to sousse el-lahad après-midi,sousse,aéroport,el-lahad,après-midi
take me from gare to kairouan lyoum leyl,kairouan,gare,lyoum,leyl
I need a taxi to sousse el-jemaa asr,sousse,gare,el-jemaa,asr
take me from bureau to hammamet samedi leyl,hammamet,bureau,samedi,leyl
أريد الذهاب إلى sfax mardi dhuhr,sfax,aéroport,mardi,dhuhr
nemchi bizerte dimanche sbeh,bizerte,gare,dimanche,sbeh
aller à bizerte el-jemaa now,bizerte,,el-jemaa,now
khodni men bureau lel nabeul vendredi leyl,nabeul,bureau,vendredi,leyl
أريد الذهاب إلى bizerte apres-demain leyl,bizerte,gare,apres-demain,leyl
I need a taxi to sfax next tuesday dhuhr,sfax,hotel,next tuesday,dhuhr
khodni men hotel lel nabeul jeudi now,nabeul,hotel,jeudi,now
aller à sousse next tuesday asr,sousse,bureau,next tuesday,asr
aller à hammamet lundi,hammamet,bureau,lundi,
khodni men gare lel bizerte el-talata après-midi,bizerte,gare,el-talata,après-midi
take me from gare to tunis lundi soir,tunis,gare,lundi,soir
take me from hotel to sfax dimanche maghreb,sfax,hotel,dimanche,maghreb
أريد الذهاب إلى kairouan jeudi asr,kairouan,,jeudi,asr
take me from  to tunis mardi sbeh,tunis,,mardi,sbeh
khodni men  lel monastir vendredi sbeh,monastir,,vendredi,sbeh
aller à bizerte lundi sbeh,bizerte,maison,lundi,sbeh
aller à tunis el-jemaa sbeh,tunis,hotel,el-jemaa,sbeh
aller à sousse el-talata,sousse,maison,el-talata,
أريد الذهاب إلى hammamet vendredi,hammamet,,vendredi,
I need a taxi to sfax mercredi soir,sfax,maison,mercredi,soir
aller à hammamet jeudi asr,hammamet,hotel,jeudi,asr
aller à sousse dimanche maghreb,sousse,maison,dimanche,maghreb
nemchi nabeul ghodwa dhuhr,nabeul,,ghodwa,dhuhr
أريد الذهاب إلى monastir el-lahad sbeh,monastir,aéroport,el-lahad,sbeh
aller à bizerte el-lahad matin,bizerte,aéroport,el-lahad,matin
khodni men hotel lel hammamet dimanche,hammamet,hotel,dimanche,
I need a taxi to kairouan  soir,kairouan,hotel,,soir
aller à monastir ghodwa dhuhr,monastir,maison,ghodwa,dhuhr
أريد الذهاب إلى kairouan apres-demain matin,kairouan,hotel,apres-demain,matin
nemchi kairouan next tuesday sbeh,kairouan,,next tuesday,sbeh
khodni men bureau lel monastir lundi après-midi,monastir,bureau,lundi,après-midi
take me from gare to hammamet vendredi leyl,hammamet,gare,vendredi,leyl
nemchi monastir dimanche leyl,monastir,maison,dimanche,leyl
aller à bizerte el-jemaa soir,bizerte,maison,el-jemaa,soir
nemchi nabeul el-lahad dhuhr,nabeul,gare,el-lahad,dhuhr
I need a taxi to monastir el-lahad,monastir,aéroport,el-lahad,
take me from hotel to tunis el-talata dhuhr,tunis,hotel,el-talata,dhuhr
khodni men maison lel sousse el-lahad dhuhr,sousse,maison,el-lahad,dhuhr
nemchi sfax el-lahad matin,sfax,maison,el-lahad,matin
aller à sfax apres-demain leyl,sfax,maison,apres-demain,leyl
khodni men hotel lel hammamet samedi,hammamet,hotel,samedi,
khodni men bureau lel nabeul el-jemaa asr,nabeul,bureau,el-jemaa,asr
khodni men hotel lel monastir samedi soir,monastir,hotel,samedi,soir
أريد الذهاب إلى nabeul el-jemaa asr,nabeul,aéroport,el-jemaa,asr
take me from maison to kairouan ghodwa après-midi,kairouan,maison,ghodwa,après-midi
nemchi monastir lundi now,monastir,gare,lundi,now
nemchi bizerte dimanche sbeh,bizerte,,dimanche,sbeh
aller à tunis el-talata,tunis,gare,el-talata,
nemchi bizerte el-lahad matin,bizerte,bureau,el-lahad,matin
aller à tunis lyoum maghreb,tunis,gare,lyoum,maghreb
أريد الذهاب إلى hammamet vendredi matin,hammamet,maison,vendredi,matin
I need a taxi to nabeul el-talata dhuhr,nabeul,gare,el-talata,dhuhr
aller à bizerte dimanche sbeh,bizerte,hotel,dimanche,sbeh
I need a taxi to hammamet next tuesday asr,hammamet,aéroport,next tuesday,asr
khodni men aéroport lel bizerte mercredi soir,bizerte,aéroport,mercredi,soir
أريد الذهاب إلى monastir lyoum soir,monastir,,lyoum,soir
I need a taxi to sousse el-jemaa leyl,sousse,gare,el-jemaa,leyl
أريد الذهاب إلى nabeul el-lahad dhuhr,nabeul,gare,el-lahad,dhuhr
take me from gare to sfax next tuesday asr,sfax,gare,next tuesday,asr
khodni men maison lel sfax lundi,sfax,maison,lundi,
take me from aéroport to nabeul lundi now,nabeul,aéroport,lundi,now
nemchi monastir mardi maghreb,monastir,maison,mardi,maghreb
أريد الذهاب إلى tunis jeudi matin,tunis,,jeudi,matin
khodni men maison lel sousse el-lahad,sousse,maison,el-lahad,
aller à hammamet apres-demain now,hammamet,hotel,apres-demain,now
aller à monastir next tuesday après-midi,monastir,gare,next tuesday,après-midi
khodni men bureau lel bizerte mardi après-midi,bizerte,bureau,mardi,après-midi
take me from maison to bizerte apres-demain asr,bizerte,maison,apres-demain,asr
take me from bureau to bizerte apres-demain asr,bizerte,bureau,apres-demain,asr
khodni men bureau lel sfax dimanche leyl,sfax,bureau,dimanche,leyl
aller à nabeul dimanche now,nabeul,gare,dimanche,now
khodni men hotel lel bizerte el-jemaa soir,bizerte,hotel,el-jemaa,soir
nemchi tunis el-talata maghreb,tunis,bureau,el-talata,maghreb
khodni men  lel bizerte next tuesday maghreb,bizerte,,next tuesday,maghreb
nemchi sfax ghodwa matin,sfax,maison,ghodwa,matin
khodni men hotel lel bizerte  matin,bizerte,hotel,,matin
أريد الذهاب إلى bizerte lundi dhuhr,bizerte,hotel,lundi,dhuhr
khodni men aéroport lel nabeul dimanche leyl,nabeul,aéroport,dimanche,leyl
أريد الذهاب إلى monastir  matin,monastir,bureau,,matin
aller à hammamet mercredi soir,hammamet,maison,mercredi,soir
أريد الذهاب إلى bizerte vendredi now,bizerte,aéroport,vendredi,now
I need a taxi to sfax el-talata maghreb,sfax,bureau,el-talata,maghreb
I need a taxi to tunis next tuesday asr,tunis,maison,next tuesday,asr
أريد الذهاب إلى kairouan mardi matin,kairouan,aéroport,mardi,matin
I need a taxi to monastir dimanche soir,monastir,hotel,dimanche,soir
أريد الذهاب إلى sfax el-lahad now,sfax,hotel,el-lahad,now
I need a taxi to tunis el-lahad après-midi,tunis,,el-lahad,après-midi
aller à kairouan apres-demain now,kairouan,hotel,apres-demain,now
nemchi hammamet el-lahad,hammamet,gare,el-lahad,
أريد الذهاب إلى sousse mercredi soir,sousse,aéroport,mercredi,soir
take me from  to tunis next tuesday leyl,tunis,,next tuesday,leyl
I need a taxi to tunis vendredi leyl,tunis,bureau,vendredi,leyl
aller à bizerte next tuesday leyl,bizerte,,next tuesday,leyl
أريد الذهاب إلى monastir lyoum après-midi,monastir,maison,lyoum,après-midi
أريد الذهاب إلى bizerte el-lahad soir,bizerte,gare,el-lahad,soir
take me from maison to monastir el-lahad maghreb,monastir,maison,el-lahad,maghreb
take me from aéroport to tunis apres-demain maghreb,tunis,aéroport,apres-demain,maghreb
I need a taxi to bizerte  asr,bizerte,bureau,,asr
aller à monastir ghodwa matin,monastir,bureau,ghodwa,matin
I need a taxi to hammamet el-jemaa sbeh,hammamet,,el-jemaa,sbeh
nemchi sousse el-talata maghreb,sousse,maison,el-talata,maghreb
أريد الذهاب إلى monastir  après-midi,monastir,,,après-midi
take me from bureau to sfax lundi asr,sfax,bureau,lundi,asr
aller à tunis el-jemaa leyl,tunis,aéroport,el-jemaa,leyl
أريد الذهاب إلى sousse  après-midi,sousse,hotel,,après-midi
aller à sfax dimanche maghreb,sfax,maison,dimanche,maghreb
take me from gare to bizerte el-lahad asr,bizerte,gare,el-lahad,asr
nemchi sfax el-talata leyl,sfax,hotel,el-talata,leyl
aller à bizerte ghodwa après-midi,bizerte,,ghodwa,après-midi
take me from aéroport to tunis ghodwa après-midi,tunis,aéroport,ghodwa,après-midi
khodni men aéroport lel sousse mardi asr,sousse,aéroport,mardi,asr
khodni men  lel hammamet lyoum matin,hammamet,,lyoum,matin
aller à monastir ghodwa,monastir,gare,ghodwa,
take me from maison to nabeul apres-demain asr,nabeul,maison,apres-demain,asr
nemchi sfax mercredi soir,sfax,aéroport,mercredi,soir
khodni men hotel lel sfax apres-demain matin,sfax,hotel,apres-demain,matin
khodni men  lel monastir dimanche dhuhr,monastir,,dimanche,dhuhr
أريد الذهاب إلى hammamet ghodwa dhuhr,hammamet,maison,ghodwa,dhuhr
أريد الذهاب إلى tunis jeudi asr,tunis,,jeudi,asr
nemchi nabeul lundi sbeh,nabeul,maison,lundi,sbeh
أريد الذهاب إلى monastir mardi leyl,monastir,hotel,mardi,leyl
أريد الذهاب إلى bizerte samedi sbeh,bizerte,maison,samedi,sbeh
aller à nabeul el-lahad matin,nabeul,aéroport,el-lahad,matin
take me from gare to sousse el-jemaa now,sousse,gare,el-jemaa,now
nemchi sfax vendredi après-midi,sfax,maison,vendredi,après-midi
aller à kairouan el-talata soir,kairouan,hotel,el-talata,soir
khodni men  lel sfax lundi maghreb,sfax,,lundi,maghreb
nemchi sfax el-lahad soir,sfax,bureau,el-lahad,soir
take me from bureau to sfax  maghreb,sfax,bureau,,maghreb
take me from maison to kairouan mercredi leyl,kairouan,maison,mercredi,leyl
I need a taxi to kairouan next tuesday matin,kairouan,hotel,next tuesday,matin
I need a taxi to nabeul mercredi après-midi,nabeul,bureau,mercredi,après-midi
khodni men gare lel bizerte samedi now,bizerte,gare,samedi,now
I need a taxi to bizerte samedi dhuhr,bizerte,hotel,samedi,dhuhr
أريد الذهاب إلى tunis el-talata asr,tunis,aéroport,el-talata,asr
I need a taxi to sfax el-jemaa matin,sfax,bureau,el-jemaa,matin
nemchi kairouan el-jemaa dhuhr,kairouan,hotel,el-jemaa,dhuhr
aller à kairouan next tuesday,kairouan,gare,next tuesday,
aller à tunis dimanche,tunis,bureau,dimanche,
I need a taxi to tunis lyoum,tunis,,lyoum,
khodni men aéroport lel sousse samedi sbeh,sousse,aéroport,samedi,sbeh
I need a taxi to tunis vendredi asr,tunis,hotel,vendredi,asr
nemchi kairouan el-lahad now,kairouan,,el-lahad,now
I need a taxi to sousse  leyl,sousse,hotel,,leyl
take me from maison to bizerte lundi leyl,bizerte,maison,lundi,leyl
take me from maison to sousse ghodwa dhuhr,sousse,maison,ghodwa,dhuhr
I need a taxi to sousse jeudi dhuhr,sousse,gare,jeudi,dhuhr
aller à sousse mercredi sbeh,sousse,bureau,mercredi,sbeh
take me from maison to sfax mercredi,sfax,maison,mercredi,
take me from aéroport to hammamet lundi soir,hammamet,aéroport,lundi,soir
take me from hotel to sousse dimanche dhuhr,sousse,hotel,dimanche,dhuhr
I need a taxi to tunis el-jemaa asr,tunis,gare,el-jemaa,asr
take me from gare to sousse el-talata matin,sousse,gare,el-talata,matin
take me from bureau to nabeul el-talata matin,nabeul,bureau,el-talata,matin
nemchi hammamet el-jemaa dhuhr,hammamet,,el-jemaa,dhuhr
أريد الذهاب إلى monastir mardi maghreb,monastir,gare,mardi,maghreb
take me from gare to kairouan dimanche après-midi,kairouan,gare,dimanche,après-midi
take me from gare to nabeul mercredi maghreb,nabeul,gare,mercredi,maghreb
khodni men bureau lel tunis apres-demain now,tunis,bureau,apres-demain,now
nemchi sfax lyoum dhuhr,sfax,hotel,lyoum,dhuhr
nemchi nabeul dimanche après-midi,nabeul,hotel,dimanche,après-midi
أريد الذهاب إلى sousse el-talata après-midi,sousse,maison,el-talata,après-midi
أريد الذهاب إلى monastir dimanche dhuhr,monastir,gare,dimanche,dhuhr
